Id,State,Country,Lat,Long,temp,min,max,dewp,prcp,fog
25024,West Virginia,US,38.4912,-80.9545,35.8,28,44.1,27.8,0,1
25025,West Virginia,US,38.4912,-80.9545,34.8,33.1,37,27.2,0,1
25026,West Virginia,US,38.4912,-80.9545,34.9,33.1,39,26.2,0,1
25027,West Virginia,US,38.4912,-80.9545,38.1,33.1,45,32.7,0,1
25028,West Virginia,US,38.4912,-80.9545,41,34,45,38.8,0.09,1
25029,West Virginia,US,38.4912,-80.9545,46.3,37.9,63,31.1,0.21,0
25030,West Virginia,US,38.4912,-80.9545,55.9,37.9,66,33.9,0,0
25031,West Virginia,US,38.4912,-80.9545,59.7,39,66.9,43.4,0,1
25032,West Virginia,US,38.4912,-80.9545,43.1,36,66.9,40.4,0.25,1
25033,West Virginia,US,38.4912,-80.9545,48.6,36,60.1,45.8,0.21,1
25034,West Virginia,US,38.4912,-80.9545,33.4,30,42.1,30,0.52,1
25035,West Virginia,US,38.4912,-80.9545,31.6,28,37.9,24.7,0.07,1
25036,West Virginia,US,38.4912,-80.9545,36.9,28,48,29.1,0.01,1
25037,West Virginia,US,38.4912,-80.9545,49.1,30.9,55.9,37.8,0.18,1
25038,West Virginia,US,38.4912,-80.9545,46.6,39.9,55.9,44.6,1.12,1
25039,West Virginia,US,38.4912,-80.9545,38.1,34,50,35,0.15,1
25040,West Virginia,US,38.4912,-80.9545,44.6,34,57.9,41.2,0.91,1
25041,West Virginia,US,38.4912,-80.9545,29.1,23,37,19.8,0.18,1
25042,West Virginia,US,38.4912,-80.9545,25.7,14,45,13.6,0,0
25043,West Virginia,US,38.4912,-80.9545,40.3,30.9,55,25.1,0,0
25044,West Virginia,US,38.4912,-80.9545,42.7,28,57.9,29.9,0,0
25045,West Virginia,US,38.4912,-80.9545,51.9,48.9,54,39.4,0,1
25046,West Virginia,US,38.4912,-80.9545,40.1,30.9,54,30.7,0.4,1
25047,West Virginia,US,38.4912,-80.9545,33.4,28.9,46,21.6,0,0
25048,West Virginia,US,38.4912,-80.9545,26.7,17.1,41,10.4,0,0
25049,West Virginia,US,38.4912,-80.9545,30.8,17.1,51.1,11.4,0,0
25050,West Virginia,US,38.4912,-80.9545,36.7,17.1,57,15.6,0,0
25051,West Virginia,US,38.4912,-80.9545,42.7,19.9,57,26.3,0,0
25052,West Virginia,US,38.4912,-80.9545,50.4,32,62.1,42.3,0.27,1
25053,West Virginia,US,38.4912,-80.9545,51,39.9,62.1,42.7,0.06,1
25054,West Virginia,US,38.4912,-80.9545,31.7,28,39.9,21.5,0.25,1
25055,West Virginia,US,38.4912,-80.9545,35,28,39.9,18.8,0.02,1
25056,West Virginia,US,38.4912,-80.9545,29.5,21,39.9,16.2,0.06,1
25057,West Virginia,US,38.4912,-80.9545,35.3,19.9,57,15.8,0.02,0
25058,West Virginia,US,38.4912,-80.9545,51.1,43,57.9,31.9,0,1
25059,West Virginia,US,38.4912,-80.9545,53,43,64,47,0.36,1
25060,West Virginia,US,38.4912,-80.9545,51.8,36,64,27,0.11,0
25061,West Virginia,US,38.4912,-80.9545,47.8,30.9,62.1,28.7,0,0
25062,West Virginia,US,38.4912,-80.9545,42.2,30.9,62.1,30.4,0.03,1
25063,West Virginia,US,38.4912,-80.9545,35.4,32,48.9,24.6,0.14,1
25064,West Virginia,US,38.4912,-80.9545,40.4,24.1,66,21.4,0,0
25065,West Virginia,US,38.4912,-80.9545,51.3,24.1,70,26.3,0,0
25066,West Virginia,US,38.4912,-80.9545,59.7,54,64.9,41.8,0.01,1
25067,West Virginia,US,38.4912,-80.9545,53.8,48.9,62.1,47.8,0.09,1
25068,West Virginia,US,38.4912,-80.9545,55.5,44.1,73.9,44.2,0,1
25069,West Virginia,US,38.4912,-80.9545,59.9,44.1,73.9,45.2,1.3,1
25070,West Virginia,US,38.4912,-80.9545,44.9,36,62.1,24.7,0.13,1
25071,West Virginia,US,38.4912,-80.9545,37.5,36,48.9,33.9,0.23,1
25072,West Virginia,US,38.4912,-80.9545,43.5,36,53.1,38.7,0,1
25073,West Virginia,US,38.4912,-80.9545,48.3,39,53.1,44.8,0.11,1
25074,West Virginia,US,38.4912,-80.9545,52.4,44.1,68,45,0.09,1
25075,West Virginia,US,38.4912,-80.9545,63.8,44.1,70,57.7,0.15,1
25076,West Virginia,US,38.4912,-80.9545,70.1,60.1,73.9,56,0.17,1
25077,West Virginia,US,38.4912,-80.9545,46.7,39,73.9,38.7,0.27,1
25078,West Virginia,US,38.4912,-80.9545,42.6,32,57,30.5,0,0
25079,West Virginia,US,38.4912,-80.9545,51.9,32,57,41.3,0,1
25080,West Virginia,US,38.4912,-80.9545,50.7,39,61,40,0.16,1
25111,Wisconsin,US,44.2685,-89.6165,24.7,18,32,18.4,0,1
25112,Wisconsin,US,44.2685,-89.6165,29.4,27,30.9,26.5,0.2,1
25113,Wisconsin,US,44.2685,-89.6165,31.9,30,34,29.7,0.05,1
25114,Wisconsin,US,44.2685,-89.6165,33.7,32,36,30.4,0.1,1
25115,Wisconsin,US,44.2685,-89.6165,30,26.1,34,26.6,0.03,0
25116,Wisconsin,US,44.2685,-89.6165,28.2,25,33.1,24.1,0,0
25117,Wisconsin,US,44.2685,-89.6165,24.9,21,30,18.5,0,0
25118,Wisconsin,US,44.2685,-89.6165,20.9,17.6,25,14.5,0,1
25119,Wisconsin,US,44.2685,-89.6165,22.8,21,26.1,16.6,0,0
25120,Wisconsin,US,44.2685,-89.6165,26.9,24.1,30.9,22.2,0,0
25121,Wisconsin,US,44.2685,-89.6165,32.7,30,37.9,26.9,0,0
25122,Wisconsin,US,44.2685,-89.6165,38,23,48.9,28.5,0,0
25123,Wisconsin,US,44.2685,-89.6165,32.6,24.1,42.1,25.2,0,1
25124,Wisconsin,US,44.2685,-89.6165,24.2,18,34,9.9,0,0
25125,Wisconsin,US,44.2685,-89.6165,13.6,1.9,28,2.8,0,0
25126,Wisconsin,US,44.2685,-89.6165,17.5,5,34,7.3,0,0
25127,Wisconsin,US,44.2685,-89.6165,20.7,10.9,30.9,9.9,0,0
25128,Wisconsin,US,44.2685,-89.6165,21.1,15.1,28,14.2,0,1
25129,Wisconsin,US,44.2685,-89.6165,15.9,7,21.9,11.2,0,1
25130,Wisconsin,US,44.2685,-89.6165,11.4,-6,27,7.1,0.73,0
25131,Wisconsin,US,44.2685,-89.6165,21,15.1,25,14.9,0,1
25132,Wisconsin,US,44.2685,-89.6165,23.9,12.9,37,15.7,0,1
25133,Wisconsin,US,44.2685,-89.6165,9.4,0,30.9,0.7,0.01,1
25134,Wisconsin,US,44.2685,-89.6165,-4.3,-20.9,12,-16.2,0,0
25135,Wisconsin,US,44.2685,-89.6165,16.5,3.9,33.1,5.3,0,1
25136,Wisconsin,US,44.2685,-89.6165,22.1,8.1,30,9.3,0,0
25137,Wisconsin,US,44.2685,-89.6165,25.4,19.9,34,11.8,0,1
25138,Wisconsin,US,44.2685,-89.6165,26.6,21,30.9,19.7,0,1
25139,Wisconsin,US,44.2685,-89.6165,8.1,-2,21,-4.3,0.29,0
25140,Wisconsin,US,44.2685,-89.6165,0.9,-15,17.1,-10.7,0,0
25141,Wisconsin,US,44.2685,-89.6165,15.3,1,37.9,1.7,0,0
25142,Wisconsin,US,44.2685,-89.6165,29.2,15.1,44.1,19.4,0,0
25143,Wisconsin,US,44.2685,-89.6165,36.8,27,51.1,25.4,0,0
25144,Wisconsin,US,44.2685,-89.6165,32.1,17.1,45,21.8,0,0
25145,Wisconsin,US,44.2685,-89.6165,30.5,27,34,20.8,0,0
25146,Wisconsin,US,44.2685,-89.6165,25.1,21,33.1,13.6,0,0
25147,Wisconsin,US,44.2685,-89.6165,19.8,17.1,25,7.7,0,1
25148,Wisconsin,US,44.2685,-89.6165,12.3,-0.9,23,0.4,0,0
25149,Wisconsin,US,44.2685,-89.6165,17.3,1,35.1,3.3,0,0
25150,Wisconsin,US,44.2685,-89.6165,34.6,25,51.1,22.4,0,0
25151,Wisconsin,US,44.2685,-89.6165,36.2,32,46,24.6,0,0
25152,Wisconsin,US,44.2685,-89.6165,30.5,21.9,41,22.8,0,1
25153,Wisconsin,US,44.2685,-89.6165,32.1,25,39,20.3,0,0
25154,Wisconsin,US,44.2685,-89.6165,35.6,28,41,25.8,0,1
25155,Wisconsin,US,44.2685,-89.6165,28.9,21.9,36,18.7,0.12,1
25156,Wisconsin,US,44.2685,-89.6165,32.4,19.9,48,18.3,0,0
25157,Wisconsin,US,44.2685,-89.6165,46.4,39,57.9,28.9,0,0
25158,Wisconsin,US,44.2685,-89.6165,46.3,37,55,35.6,0,1
25159,Wisconsin,US,44.2685,-89.6165,33.5,23,45,21.1,0.14,1
25160,Wisconsin,US,44.2685,-89.6165,35.8,32,39.9,30.9,0.07,1
25161,Wisconsin,US,44.2685,-89.6165,38.6,35.1,46,36.1,0.04,1
25162,Wisconsin,US,44.2685,-89.6165,34.8,30,41,20.2,0.87,1
25163,Wisconsin,US,44.2685,-89.6165,29.8,26.1,34,16.4,0,0
25164,Wisconsin,US,44.2685,-89.6165,29,19.9,39,17.6,0,0
25165,Wisconsin,US,44.2685,-89.6165,31,25,37.9,23.7,0,0
25166,Wisconsin,US,44.2685,-89.6165,34.8,23,46,19.3,0,1
25167,Wisconsin,US,44.2685,-89.6165,37.2,34,41,27.7,0,0
25168,Wisconsin,US,44.2685,-89.6165,37.2,35.1,39.9,34.8,0,1
25169,Wisconsin,US,44.2685,-89.6165,32.9,27,37.9,24.4,0.88,1
25170,Wisconsin,US,44.2685,-89.6165,24.6,15.1,35.1,8.2,0.01,0
25171,Wisconsin,US,44.2685,-89.6165,30.3,24.1,39.9,19.4,0,1
25172,Wisconsin,US,44.2685,-89.6165,33.6,27,43,26.4,0,1
25173,Wisconsin,US,44.2685,-89.6165,40.2,35.1,48,32.9,0.01,1
25204,Wyoming,US,42.756,-107.3025,33.9,28.9,46,23.6,0,1
25205,Wyoming,US,42.756,-107.3025,24.9,17.1,42.1,15.4,0.01,0
25206,Wyoming,US,42.756,-107.3025,35.1,17.1,43,22.4,0,0
25207,Wyoming,US,42.756,-107.3025,35.6,30,43,24.1,0,0
25208,Wyoming,US,42.756,-107.3025,33.8,25,44.1,21.7,0,0
25209,Wyoming,US,42.756,-107.3025,33.7,25,44.1,28.1,0,1
25210,Wyoming,US,42.756,-107.3025,24,10,37,19.1,0.16,1
25211,Wyoming,US,42.756,-107.3025,29.9,10,34,25.6,0,1
25212,Wyoming,US,42.756,-107.3025,25,18,34,19.2,0.16,1
25213,Wyoming,US,42.756,-107.3025,24.1,14,34,15.1,0.04,1
25214,Wyoming,US,42.756,-107.3025,34.2,19.9,39,24.1,0,1
25215,Wyoming,US,42.756,-107.3025,38.6,30.9,42.1,21.9,0,0
25216,Wyoming,US,42.756,-107.3025,19.3,12.9,42.1,16.1,0.07,1
25217,Wyoming,US,42.756,-107.3025,8.6,-4,25,5.1,0.23,1
25218,Wyoming,US,42.756,-107.3025,8.5,-4,18,1.1,0.01,0
25219,Wyoming,US,42.756,-107.3025,21.1,3.9,30,13.2,0,1
25220,Wyoming,US,42.756,-107.3025,22.6,16,30,18.6,0.11,1
25221,Wyoming,US,42.756,-107.3025,27.1,15.1,39.9,20.6,0,1
25222,Wyoming,US,42.756,-107.3025,23.4,15.1,39.9,19.2,0.02,1
25223,Wyoming,US,42.756,-107.3025,20.9,18,27,13.2,0.01,1
25224,Wyoming,US,42.756,-107.3025,13.9,5,27,7.3,0,1
25225,Wyoming,US,42.756,-107.3025,22.6,5,26.1,15,0,1
25226,Wyoming,US,42.756,-107.3025,9.1,-6,26.1,4.9,0.16,0
25227,Wyoming,US,42.756,-107.3025,28.6,19.9,37.9,18.3,0,1
25228,Wyoming,US,42.756,-107.3025,23.4,14,39,15.7,0,0
25229,Wyoming,US,42.756,-107.3025,27.8,14,37,18.9,0,0
25230,Wyoming,US,42.756,-107.3025,26.9,19.9,37,21.4,0.07,1
25231,Wyoming,US,42.756,-107.3025,14.8,6.1,30,8.7,0.03,1
25232,Wyoming,US,42.756,-107.3025,7.5,1.9,21.9,3.5,0,1
25233,Wyoming,US,42.756,-107.3025,11,1.9,24.1,2.6,0,1
25234,Wyoming,US,42.756,-107.3025,22.9,1.9,35.1,4.7,0,0
25235,Wyoming,US,42.756,-107.3025,30,17.1,39,13.7,0,1
25236,Wyoming,US,42.756,-107.3025,27.3,10.9,39.9,16.2,0,0
25237,Wyoming,US,42.756,-107.3025,29.6,10.9,39.9,20.4,0,1
25238,Wyoming,US,42.756,-107.3025,16.3,5,32,10.6,0.15,1
25239,Wyoming,US,42.756,-107.3025,16.7,5,30,7.6,0,1
25240,Wyoming,US,42.756,-107.3025,27.8,12,35.1,16.8,0,0
25241,Wyoming,US,42.756,-107.3025,30.4,17.1,39.9,18.3,0,0
25242,Wyoming,US,42.756,-107.3025,37.4,19.9,44.1,22.4,0,0
25243,Wyoming,US,42.756,-107.3025,30.1,24.8,42.1,23,0,1
25244,Wyoming,US,42.756,-107.3025,19.7,6.1,35.1,13.8,0.12,1
25245,Wyoming,US,42.756,-107.3025,30.3,10,45,19,0,1
25246,Wyoming,US,42.756,-107.3025,36.3,23,45,24.6,0,1
25247,Wyoming,US,42.756,-107.3025,32.6,21,46,23.7,0,0
25248,Wyoming,US,42.756,-107.3025,42.5,21,55,24.8,0,0
25249,Wyoming,US,42.756,-107.3025,44.7,32,55,25.5,0,0
25250,Wyoming,US,42.756,-107.3025,42.3,30,55,29.8,0,1
25251,Wyoming,US,42.756,-107.3025,36.8,28.9,52,28.1,0,1
25252,Wyoming,US,42.756,-107.3025,41.6,28.9,52,26.5,0,1
25253,Wyoming,US,42.756,-107.3025,42.1,30.9,55.9,21.6,0,0
25254,Wyoming,US,42.756,-107.3025,33.6,21.9,55.9,24.6,0,1
25255,Wyoming,US,42.756,-107.3025,24.4,18,32,19.4,0.12,0
25256,Wyoming,US,42.756,-107.3025,27.9,16,43,24.9,0.19,1
25257,Wyoming,US,42.756,-107.3025,37.2,21,57,29.3,0.01,0
25258,Wyoming,US,42.756,-107.3025,26.5,21.9,51.1,23.5,0,0
25259,Wyoming,US,42.756,-107.3025,33.7,21.9,59,26.2,0,1
25260,Wyoming,US,42.756,-107.3025,38.7,26.1,59,25.5,0,0
25261,Wyoming,US,42.756,-107.3025,29.8,24.1,57.9,25.4,0,1
25262,Wyoming,US,42.756,-107.3025,19.4,7,33.1,15.1,0.08,1
25263,Wyoming,US,42.756,-107.3025,36.8,26.1,53.1,25.2,0,0
25264,Wyoming,US,42.756,-107.3025,39.3,26.1,53.1,24.5,0,0
25265,Wyoming,US,42.756,-107.3025,37.5,21.9,55,21.6,0,0
25266,Wyoming,US,42.756,-107.3025,42.9,22.1,55,26.5,0,1
25297,,Ukraine,48.3794,31.1656,35.7,33.6,38.8,28.6,0,0
25298,,Ukraine,48.3794,31.1656,33.6,31.8,36.9,25.6,0,1
25299,,Ukraine,48.3794,31.1656,34.5,28.6,40.6,25.7,0,0
25300,,Ukraine,48.3794,31.1656,34.9,29.5,43,25.9,0,0
25301,,Ukraine,48.3794,31.1656,33.4,30.9,35.4,29.5,0,0
25302,,Ukraine,48.3794,31.1656,31.2,27.7,35.1,29.8,0,1
25303,,Ukraine,48.3794,31.1656,32.7,29.8,35.1,32.6,0,1
25304,,Ukraine,48.3794,31.1656,33.5,29.8,37,32.8,0.24,1
25305,,Ukraine,48.3794,31.1656,36.3,33.4,39.2,30.6,0.12,1
25306,,Ukraine,48.3794,31.1656,34.8,32.9,41.4,30.2,0.12,1
25307,,Ukraine,48.3794,31.1656,42.5,32.9,46.2,39.6,0.02,1
25308,,Ukraine,48.3794,31.1656,44.9,39.4,51.1,39.3,0,0
25309,,Ukraine,48.3794,31.1656,38.3,33.8,41.7,32.4,0.16,1
25310,,Ukraine,48.3794,31.1656,35.8,29.1,41.9,31.1,0,0
25311,,Ukraine,48.3794,31.1656,32.1,27.7,38.3,28,0.87,1
25312,,Ukraine,48.3794,31.1656,27.2,20.8,32.4,19.7,99.99,1
25313,,Ukraine,48.3794,31.1656,21.9,19,24.6,12.8,0.01,0
25314,,Ukraine,48.3794,31.1656,22.4,14.7,27.3,13.6,0,0
25315,,Ukraine,48.3794,31.1656,28,25.2,32.5,18.9,0,0
25316,,Ukraine,48.3794,31.1656,32.7,23.4,42.3,26.9,99.99,1
25317,,Ukraine,48.3794,31.1656,39.2,33.3,45.3,32.3,0.31,1
25318,,Ukraine,48.3794,31.1656,35.7,32.7,38.5,29.8,0.04,0
25319,,Ukraine,48.3794,31.1656,34.7,32.2,38.3,27.5,0,0
25320,,Ukraine,48.3794,31.1656,36.2,25.7,43.9,28.8,0,0
25321,,Ukraine,48.3794,31.1656,36.5,35.2,39.2,34.2,0,1
25322,,Ukraine,48.3794,31.1656,38.3,33.6,43.7,30.6,0,0
25323,,Ukraine,48.3794,31.1656,38.9,32,47.3,28.2,0,0
25324,,Ukraine,48.3794,31.1656,40.4,36.3,45.5,36,0,0
25325,,Ukraine,48.3794,31.1656,38.1,29.3,47.7,30.6,0,0
25326,,Ukraine,48.3794,31.1656,37.7,29.1,46.8,29.7,0,0
25327,,Ukraine,48.3794,31.1656,36.1,32.5,41.7,28.9,0,0
25328,,Ukraine,48.3794,31.1656,35.4,27,44.8,25,0,0
25329,,Ukraine,48.3794,31.1656,42.3,32,50.4,32.6,99.99,1
25330,,Ukraine,48.3794,31.1656,39,35.8,43.9,33.5,0.24,1
25331,,Ukraine,48.3794,31.1656,37.2,30.2,43.9,29.4,0,0
25332,,Ukraine,48.3794,31.1656,41.4,32.4,52.3,35.1,0,0
25333,,Ukraine,48.3794,31.1656,38.2,33.8,43.2,33.2,0.35,1
25334,,Ukraine,48.3794,31.1656,35.6,30.9,42.8,28.3,0,0
25335,,Ukraine,48.3794,31.1656,33.9,27.7,44.8,26.6,0,0
25336,,Ukraine,48.3794,31.1656,39.2,27.7,49.1,29.9,0,0
25337,,Ukraine,48.3794,31.1656,42.4,39.2,46.2,37.3,0.02,0
25338,,Ukraine,48.3794,31.1656,46.7,34.3,58.6,39.4,0,0
25339,,Ukraine,48.3794,31.1656,52.1,42.4,68.2,42.8,0,1
25340,,Ukraine,48.3794,31.1656,49.6,39.4,59,42.7,0,0
25341,,Ukraine,48.3794,31.1656,51.6,44.2,61,43.7,0,1
25342,,Ukraine,48.3794,31.1656,50.1,44.8,58.3,41.5,0,0
25343,,Ukraine,48.3794,31.1656,44.7,41.7,50.2,42.2,0.03,1
25344,,Ukraine,48.3794,31.1656,49.3,43.7,55.4,46.9,0.16,1
25345,,Ukraine,48.3794,31.1656,46.3,44.8,48.2,45,0,1
25346,,Ukraine,48.3794,31.1656,45.5,40.1,52.7,38.5,0,1
25347,,Ukraine,48.3794,31.1656,51.8,40.1,60.8,38.1,0,0
25348,,Ukraine,48.3794,31.1656,47.6,41.7,54.1,39.7,0.24,1
25349,,Ukraine,48.3794,31.1656,39.3,30.6,48.6,24.9,0,0
25350,,Ukraine,48.3794,31.1656,31.6,26.8,37.8,16.9,0,0
25351,,Ukraine,48.3794,31.1656,33.5,24.8,46.4,17.4,0,0
25352,,Ukraine,48.3794,31.1656,38.4,27.7,47.3,23.5,0,0
25353,,Ukraine,48.3794,31.1656,40.1,27.5,53.8,29.2,0,0
25354,,Ukraine,48.3794,31.1656,47.9,28.9,63.1,32.3,0,0
25355,,Ukraine,48.3794,31.1656,48.3,36.7,56.8,35.4,0,0
25356,,Ukraine,48.3794,31.1656,42.2,36.7,49.8,35.7,0.1,1
25357,,Ukraine,48.3794,31.1656,36.5,32.4,40.5,31.6,0.28,1
25358,,Ukraine,48.3794,31.1656,31,25.2,36.7,20.5,0.04,0
25359,,Ukraine,48.3794,31.1656,30.3,22.3,37,13.5,0,0
25390,,United Arab Emirates,24,54,67.2,57,78.8,53.1,0,0
25391,,United Arab Emirates,24,54,71.6,63.9,80.6,59.6,0,0
25392,,United Arab Emirates,24,54,67,63.9,69.8,57.3,0,0
25393,,United Arab Emirates,24,54,67,61.5,71.6,54.8,0,0
25394,,United Arab Emirates,24,54,64.1,62.6,64.8,47.8,99.99,1
25395,,United Arab Emirates,24,54,66,62.6,69.8,50,0,0
25396,,United Arab Emirates,24,54,65.7,60.8,70.5,52.2,0,0
25397,,United Arab Emirates,24,54,65,57,71.6,54.8,0,0
25398,,United Arab Emirates,24,54,65,57.2,73.4,52.3,0,0
25399,,United Arab Emirates,24,54,64.1,56.8,71.6,53.2,0,0
25400,,United Arab Emirates,24,54,65,55.4,74.1,51,0,0
25401,,United Arab Emirates,24,54,67,60.8,73.8,53.2,0,0
25402,,United Arab Emirates,24,54,66.9,62.1,71.6,50.1,0,0
25403,,United Arab Emirates,24,54,65.9,59,70.2,52.1,0,0
25404,,United Arab Emirates,24,54,65.8,57.2,71.6,57,0,0
25405,,United Arab Emirates,24,54,67.7,59,75.2,60.9,0,0
25406,,United Arab Emirates,24,54,67.8,62.1,77,62.1,0,1
25407,,United Arab Emirates,24,54,70.3,60.1,82.4,59.2,0,1
25408,,United Arab Emirates,24,54,75.5,64.4,86,50.3,0,0
25409,,United Arab Emirates,24,54,72.8,69.1,80.6,60.1,0,0
25410,,United Arab Emirates,24,54,68.9,64.4,73.4,54.4,99.99,1
25411,,United Arab Emirates,24,54,62.7,59,66.2,48.1,0,0
25412,,United Arab Emirates,24,54,63.7,57.2,68,50.6,0,0
25413,,United Arab Emirates,24,54,64.1,55,70.5,53.2,0,0
25414,,United Arab Emirates,24,54,65.6,57.2,72,58.6,0,0
25415,,United Arab Emirates,24,54,67.8,59.7,75.2,61.3,0,0
25416,,United Arab Emirates,24,54,71.5,59.7,82.8,58.4,0,1
25417,,United Arab Emirates,24,54,71.7,62.6,86,56.4,0,0
25418,,United Arab Emirates,24,54,72.9,60.8,86,56.1,0,0
25419,,United Arab Emirates,24,54,76.3,64.6,89.6,51.9,99.99,1
25420,,United Arab Emirates,24,54,71.5,65.8,77,64.8,0,0
25421,,United Arab Emirates,24,54,72.8,68,78.8,67.2,0,0
25422,,United Arab Emirates,24,54,76.1,69.3,86,65.8,0,0
25423,,United Arab Emirates,24,54,78.2,70.9,89.6,62.3,0,0
25424,,United Arab Emirates,24,54,80.7,71.6,93.2,56.8,0,0
25425,,United Arab Emirates,24,54,74.7,68,84.7,57,0,0
25426,,United Arab Emirates,24,54,69.2,66.2,73.4,52.8,0,0
25427,,United Arab Emirates,24,54,69.4,65.3,73.6,57.9,0,1
25428,,United Arab Emirates,24,54,70.6,66.2,77,61,0,0
25429,,United Arab Emirates,24,54,72.2,62.1,82.4,57.7,0,0
25430,,United Arab Emirates,24,54,74.4,65.1,87.8,59,0,0
25431,,United Arab Emirates,24,54,70.3,66.2,75.2,57.6,0,0
25432,,United Arab Emirates,24,54,69,64.4,73.6,53.6,0,0
25433,,United Arab Emirates,24,54,69.7,64.9,75.2,57.8,0,0
25434,,United Arab Emirates,24,54,71.2,63.3,78.8,60.9,0,0
25435,,United Arab Emirates,24,54,73.4,65.5,87.8,61.2,0,0
25436,,United Arab Emirates,24,54,74.5,63.5,89.6,55.2,0,0
25437,,United Arab Emirates,24,54,71.4,65.5,77,60.1,0,0
25438,,United Arab Emirates,24,54,71.7,66.2,78.6,57.5,0,0
25439,,United Arab Emirates,24,54,71.5,64.4,80.6,55.8,0,0
25440,,United Arab Emirates,24,54,70.9,60.4,82.4,55.5,0,0
25441,,United Arab Emirates,24,54,72.3,62.6,87.1,56.1,0,0
25442,,United Arab Emirates,24,54,77.1,69.4,90.3,49.9,0,0
25443,,United Arab Emirates,24,54,80,71.6,88.7,37.6,0,0
25444,,United Arab Emirates,24,54,76.9,70.2,88.2,56.8,0,0
25445,,United Arab Emirates,24,54,78.4,69.3,89.6,61,0,0
25446,,United Arab Emirates,24,54,81.2,72.1,93.2,56.3,0,1
25447,,United Arab Emirates,24,54,81.6,76.6,91.4,61.2,0.01,1
25448,,United Arab Emirates,24,54,80.4,72.5,93.2,61.6,99.99,1
25449,,United Arab Emirates,24,54,77.9,68.7,87.8,63.4,0.24,1
25450,,United Arab Emirates,24,54,77.3,71.6,89.6,63.4,0.4,1
25451,,United Arab Emirates,24,54,71.4,67.8,75.2,47.5,0.03,0
25452,,United Arab Emirates,24,54,70.5,66.2,75.7,52.1,0,0
25483,Cayman Islands,United Kingdom,19.3133,-81.2546,72.9,69.8,75.6,60,0,0
25484,Cayman Islands,United Kingdom,19.3133,-81.2546,72.3,68,75.2,57.9,0,0
25485,Cayman Islands,United Kingdom,19.3133,-81.2546,75.9,65.7,82.4,64.1,0,0
25486,Cayman Islands,United Kingdom,19.3133,-81.2546,77.3,68.9,82.4,66.8,0,0
25487,Cayman Islands,United Kingdom,19.3133,-81.2546,78.4,68,82.6,69.6,0,1
25488,Cayman Islands,United Kingdom,19.3133,-81.2546,77.9,67.1,83.1,68.8,0,0
25489,Cayman Islands,United Kingdom,19.3133,-81.2546,78.2,67.1,83.7,68.7,0,0
25490,Cayman Islands,United Kingdom,19.3133,-81.2546,79.2,68.2,84.2,71.2,0,0
25491,Cayman Islands,United Kingdom,19.3133,-81.2546,80.1,69.1,84.7,71.5,0,0
25492,Cayman Islands,United Kingdom,19.3133,-81.2546,81.1,71.4,85.1,72.3,0,0
25493,Cayman Islands,United Kingdom,19.3133,-81.2546,81.7,74.5,86,73.3,0,0
25494,Cayman Islands,United Kingdom,19.3133,-81.2546,79.2,73.4,86,71.5,0,0
25495,Cayman Islands,United Kingdom,19.3133,-81.2546,77.2,73.4,80.6,67.7,0,0
25496,Cayman Islands,United Kingdom,19.3133,-81.2546,80.2,73.8,84.6,73.4,0.03,0
25497,Cayman Islands,United Kingdom,19.3133,-81.2546,81.6,73.6,86.4,74.8,0,0
25498,Cayman Islands,United Kingdom,19.3133,-81.2546,82.9,73.6,86.4,73.5,0,0
25499,Cayman Islands,United Kingdom,19.3133,-81.2546,83.9,80.6,87.8,74,0,0
25500,Cayman Islands,United Kingdom,19.3133,-81.2546,82.6,75.9,87.8,74.9,0,1
25501,Cayman Islands,United Kingdom,19.3133,-81.2546,82.5,77.4,87.8,73.6,0,0
25502,Cayman Islands,United Kingdom,19.3133,-81.2546,81.1,75.9,85.5,73.8,0.04,1
25503,Cayman Islands,United Kingdom,19.3133,-81.2546,81.9,75.9,86.4,74.3,0,0
25504,Cayman Islands,United Kingdom,19.3133,-81.2546,82.6,76.1,86.9,74.8,0,0
25505,Cayman Islands,United Kingdom,19.3133,-81.2546,82.5,75.2,87.8,74.2,0.1,0
25506,Cayman Islands,United Kingdom,19.3133,-81.2546,82.4,73.9,87.6,75.3,0,0
25507,Cayman Islands,United Kingdom,19.3133,-81.2546,82.5,77.5,86,73.6,0,0
25508,Cayman Islands,United Kingdom,19.3133,-81.2546,82,76.1,86,73.2,0,0
25509,Cayman Islands,United Kingdom,19.3133,-81.2546,81.3,73,85.6,74.3,0,0
25510,Cayman Islands,United Kingdom,19.3133,-81.2546,82,77,87.8,75.3,0,0
25511,Cayman Islands,United Kingdom,19.3133,-81.2546,82.3,75.7,87.8,76,0,0
25512,Cayman Islands,United Kingdom,19.3133,-81.2546,81.6,75.7,86,74.7,0,1
25513,Cayman Islands,United Kingdom,19.3133,-81.2546,81.2,72.7,85.1,74.8,0.07,0
25514,Cayman Islands,United Kingdom,19.3133,-81.2546,79.2,75.4,84.7,69.5,0,0
25515,Cayman Islands,United Kingdom,19.3133,-81.2546,78.7,72.3,83.3,70.2,0.09,1
25516,Cayman Islands,United Kingdom,19.3133,-81.2546,81,77,86.2,72.5,0,0
25517,Cayman Islands,United Kingdom,19.3133,-81.2546,81.8,73.2,86.7,74.3,0,0
25518,Cayman Islands,United Kingdom,19.3133,-81.2546,82,73.2,86.7,74.1,0.04,0
